,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56
guest-house-expo-apart.ru.html,,,1,,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,2000,-,6,,156," 8,1 ",guest-house-expo-apart.ru.html,,"4,4",5,"4,4",,,,"4,3","4,1",,"4,1",,,"4,9",,,"3,4","4,3","2,6",
behome4u.ru.html,1,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,4255,-,6,,-,-,behome4u.ru.html,,"9,5",,"8,8",,,,"8,8","8,7",,"6,5",,,"8,3",,"11,6","8,3","7,5","9,1",
gostinitsa-bogorodskoye.ru.html,1,,,,,1,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,5200,3,7,Отель Богородское,651," 9,0 ",gostinitsa-bogorodskoye.ru.html,,"14,7",,"14,3",,,"11,5","14,2","13,9",,"9,6",,,"14,3",,,"8,3","13,1","12,9",
khizhina.ru.html,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,1,,,,,6300,-,6,,6," 4,2 ",khizhina.ru.html,,14,10,"14,3",,,,"14,2","14,1",,"14,2",,"4,3",,,"14,2","12,5",,"12,8",
arfa-na-riazanskom-prospekte.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,,,1,,,,,,,,3200,3,6,Арфа Отель на Рязанском Проспекте,2035," 8,5 ",arfa-na-riazanskom-prospekte.ru.html,,"11,9",,"11,5",,"9,3","9,2","11,5","11,6",,,"10,8",,"10,9",,,"14,8","11,1",,
dacha-v-pieriedielkino.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,4000,-,7,,-,-,dacha-v-pieriedielkino.ru.html,,,"19,8",,,,"19,8","19,9","19,7",,"16,1",,"18,8",,"17,7",,"14,2","19,2","18,3",
kristinn.ru.html,,,,,,,,,,,,1,1,1,,,,,,1,,1,1,,,,,,,,4100,3,6,,352," 8,6 ",kristinn.ru.html,,"9,6",,"9,3",,"5,1","11,1","9,4","9,6",,,,,"8,8",,"9,6","14,1","9,4",,
pogosti-na-alexeevskoy.ru.html,1,,,,,,,1,,,,,1,1,,1,,,,1,,,,,,,,,,,3200,2,6,,76," 7,2 ",pogosti-na-alexeevskoy.ru.html,,"6,3","6,2","6,8",,"6,6",,"6,8","7,1",,,,,7,,"3,9","12,4",,"7,9",
mini-bellini.ru.html,1,,1,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,4000,-,6,,97," 7,8 ",mini-bellini.ru.html,,"16,1",11,"16,6",,,,"16,6","16,6",,,,,"17,2","5,5","15,1","17,4",,"15,7",
viva-la-vida.ru.html,,,,,,,,,1,,,,1,1,,1,,1,,1,,,,,,,,,,,1617,-,6,,490," 8,5 ",viva-la-vida.ru.html,,"2,7",,"2,2",,,,"2,3","2,4",,"5,5",,,"1,7",,"4,1","7,3","2,3","3,9",
randevu-moscow1.ru.html,1,,,,,,,1,,,,,,1,,,,,,,1,,1,1,,,,,,,4500,-,6,,-,-,randevu-moscow1.ru.html,,"17,1",,,,,"8,7","16,5","16,2",,12,"16,4",,"16,2",,,"12,1","15,1","15,8",
flamingo-na-starom-arbate.ru.html,1,,,,,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,3600,-,6,,98," 8,3 ",flamingo-na-starom-arbate.ru.html,,"1,9","5,1","1,8",,,,"1,7","1,5",,"3,8",,,"2,2",,4,"4,5","1,9",,
versal-na-kutuzovskom.ru.html,1,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,3800,-,6,,121," 8,1 ",versal-na-kutuzovskom.ru.html,,"6,6","6,6","6,6",,,,"6,5","6,2",,"4,7",,,"6,9",,,3,"6,2","4,7",
hotel-bonjour-na-kazakova.ru.html,1,,1,,,1,,,,,1,,,1,,,,,,1,,,,1,,,,,,,3200,3,7,,301," 8,2 ",hotel-bonjour-na-kazakova.ru.html,,"2,6",,"2,6",,"6,7",,"2,7","2,9",,,,,"2,3",,"2,9","8,5","3,5","4,4",
arenda-komnaty-moskva1.ru.html,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,5175,-,2,,-,-,arenda-komnaty-moskva1.ru.html,,"9,4","8,7","9,4",,,,"9,3",9,,"6,9",,,"9,7",,,"4,8","8,9","7,5",
gostinitsa-quot-mosmetrostroi-quot.ru.html,1,,1,,,,,1,,1,,,1,1,,,,,,,,,,,,,,,,,4890,-,6,Mosmetrostroy Hotel,-,-,gostinitsa-quot-mosmetrostroi-quot.ru.html,,"12,6","8,3","13,2",,,,"13,2","13,4",,,,"8,5",,"12,6","10,7","16,7",,"13,2",
apartment-moscow12345678.ru.html,,,1,,,,,,,,1,,,1,,,,,,1,1,,1,,,,,,,,4000,-,6,,-,-,apartment-moscow12345678.ru.html,,"15,8",,"15,2",,,"5,5","15,2",15,,"12,9","6,8",,"14,6",,,"14,5","13,9",,
otiel-uiut-moskva1.ru.html,1,,,,,1,,1,,,1,,,1,,,,,,1,,,,,,,,,,,2500,-,6,Отель Уют,14," 7,6 ",otiel-uiut-moskva1.ru.html,,"17,6",,"17,2",,"12,3","14,7","17,3","17,4",,,11,,"16,7",,"17,9",,17,,
hotel-sad-moscow.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,2680,-,6,,320," 9,0 ",hotel-sad-moscow.ru.html,,"1,9","3,5","2,5",,,,"2,5","2,7",,,,,3,,"1,3","7,5","3,9",3,
soljanka-hostel.ru.html,1,,,,,,,,,,1,,,1,,1,,,,1,,1,,,,,,,,,3000,-,6,,543," 8,4 ",soljanka-hostel.ru.html,,"1,6","6,2","1,7",,,,"1,8",2,,,,,"1,6",,"2,3","7,7","2,8","3,5",
kroshka-enot-moskva1.ru.html,1,,,,,1,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,4200,-,7,,8," 8,5 ",kroshka-enot-moskva1.ru.html,,,"15,5",,"16,3",,,,,,,,"7,7",,,"19,7",,,"19,8",
dvukh-etazhnaia-kvartira-na-presne.ru.html,1,,,,,,,,,,1,,,1,,1,,,,1,1,,,,,,,,,,3500,-,6,,34," 9,2 ",dvukh-etazhnaia-kvartira-na-presne.ru.html,,3,"2,8","3,4",,,,"3,3","3,3",,,,,4,,"3,7","5,8","4,1","2,3",
hostel-esenin.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,2700,-,6,,1293," 9,0 ",hostel-esenin.ru.html,,"3,8",,4,,"5,4",,"4,1","4,4",,,,,4,,"2,6","10,1","5,2","5,7",
paradiseotel-moskva1234567891011121314.ru.html,1,,1,,,,,,,,,,,1,,,,,,1,1,,,1,,,,,,,5100,3,6,Paradise Boutique A.V. Tverskaya,119," 8,5 ",paradiseotel-moskva1234567891011121314.ru.html,,"0,8","4,3","1,3",,,,"1,3","1,4",,,,,"1,9",,"2,3","6,3","2,6","1,8",
mini-in-strogino.ru.html,1,,1,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,2900,3,6,Мини Отель Строгино Экспо,121," 6,8 ",mini-in-strogino.ru.html,,"13,9","9,5","14,3",,,,"14,2","14,1",,"14,6",,,,,"13,8","13,1","14,8","12,8",
nicehostel-moskva.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,3400,1,6,,271," 8,0 ",nicehostel-moskva.ru.html,,2,3,"2,6",,,,"2,5","2,6",,,,,"3,2",,"2,3","6,7","3,8","2,4",
randevu-moskva1.ru.html,1,,,,,1,,,,,,,1,1,,,,,,1,,1,,1,,,,,,,3500,-,7,,-,-,randevu-moskva1.ru.html,,"14,7",,"14,3",,,"11,9","14,2","13,9",,"9,7",,,"14,3",,,"8,3","13,1","12,8",
gostinitsa-cska.ru.html,1,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,3000,3,6,,292," 7,3 ",gostinitsa-cska.ru.html,,"6,2",,"6,7",,,,"6,7","6,7",,,,"6,7","7,3",,"5,7","8,6","7,7","5,9",
country-khostiel.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,2900,-,6,,83," 8,8 ",country-khostiel.ru.html,,"3,6","1,5","4,2",,,,"4,2","4,3",,,,,"4,8",,3,"7,7","5,4","3,9",
mini-otiel-quot-otdykh-10-quot.ru.html,1,,,,,,,,,,,1,1,1,,,,,,1,,,,1,,,,,,,3300,3,6,,400," 7,1 ",mini-otiel-quot-otdykh-10-quot.ru.html,,"12,2",,"11,6",,,,"11,6","11,5",,"10,5","8,6",,11,,,"12,5","10,5","12,4",
versal-apartments-on-mayakovskaya-moscow.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,2850,-,6,,117," 8,6 ",versal-apartments-on-mayakovskaya-moscow.ru.html,,"2,1","2,9","2,7",,,,"2,6","2,7",,,,,"3,3",,"2,4","6,7","3,9","2,5",
happy-moskva.ru.html,1,,1,,,,,1,,,,,,1,,,,,,1,,1,,,,,,,,,4200,-,6,,11," 5,9 ",happy-moskva.ru.html,,"13,7","8,8","14,2",,,,"14,1","14,1",,,,,"14,8","4,4","13,1","14,4",,"13,1",
hostels-rus-sadovaya-triumfalnaya.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,2800,-,6,,658," 9,0 ",hostels-rus-sadovaya-triumfalnaya.ru.html,,"1,6","3,4","2,2",,,,"2,2","2,3",,,,,"2,8",,2,"6,8","3,5","2,3",
sultan-1.ru.html,1,,,,,,,,,,1,,,1,,1,,,,1,1,,,,,,,,,,2800,-,6,Гостиница Султан-1 на Белорусской,113," 8,4 ",sultan-1.ru.html,,3,"2,3","3,5",,,,"3,4","3,4",,,,,"4,1",,"3,3","6,5","4,4","2,7",
quot-basmanka-quot-ghostinitsa.ru.html,1,,,,,,,,,,,,1,1,,,,,,1,,,,,,,,,,,3100,-,4,Басманка Дом Приемов,1114," 8,7 ",quot-basmanka-quot-ghostinitsa.ru.html,,"4,1",,"4,2",,5,,"4,3","4,6",,,,,4,,"3,4","10,2","5,1",6,
tsvietnoie-oblako.ru.html,1,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,3900,3,6,Отель Облака,964," 9,0 ",tsvietnoie-oblako.ru.html,,"4,4",,"3,8",,,,"3,9","3,8",,5,,,"3,2",,"6,1","7,1",3,5,
art-galaktika.ru.html,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,1300,-,6,Отель Арт Галактика,2024," 6,8 ",art-galaktika.ru.html,,"1,5","3,8","2,1",,,,"2,1","2,3",,,,,"2,6",,"1,4","7,2","3,5","2,7",
gostinitsa-quot-rk-tsaritsynskii-quot.ru.html,1,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,2850,2,6,,372," 7,9 ",gostinitsa-quot-rk-tsaritsynskii-quot.ru.html,,16,,,,,"5,5","15,4","15,2",,"11,9","10,9",,"14,9",,,"12,9",14,"15,3",
kvartira-studiia-moskva123456789101112131415161718192021222324252627282930313239.ru.html,,1,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,5000,-,3,,-,-,kvartira-studiia-moskva123456789101112131415161718192021222324252627282930313239.ru.html,,12,15,12,,,,"12,2","12,4",,,,,"11,8",,11,"17,8","12,7","13,9",
kvartira-moskva12345678910111213141516171819202122232425262728293031323334351241.ru.html,,,,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,5500,-,4,,-,-,kvartira-moskva12345678910111213141516171819202122232425262728293031323334351241.ru.html,,8,"4,4","8,3",,,,"8,2","8,2",,,,"5,7",,,"8,3","7,7","8,8","6,8",
poles-e-2.ru.html,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,4000,-,2,,-,-,poles-e-2.ru.html,,3,,"3,2",,6,,"3,3","3,6",,,,,"3,1",,"2,5","9,2","4,3",5,
datchny-poselok-kurkino.ru.html,1,,,,,,,,,,1,,,1,,1,,,,1,1,,,,,,,,,,4100,-,6,Апарт-отель Куркино,160," 8,6 ",datchny-poselok-kurkino.ru.html,,,"15,9",,15,,,,,,,,"9,3",,9,"19,8",,,,
best-fortuna-moscow1.ru.html,1,,1,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,3000,-,6,,34," 7,9 ",best-fortuna-moscow1.ru.html,,"12,1","9,5","12,7",,"11,5",,"12,8",13,,,,"12,7","13,1",,"9,8","17,6",,,
gostiniy-dom.ru.html,1,,,,,1,,,,,,,1,1,,1,,,,1,,,,1,,,,,,,4250,3,7,,135," 6,7 ",gostiniy-dom.ru.html,,"15,9","10,9","16,4",,,,"16,3","16,3",,,,,17,"3,7","15,2","16,5",,"15,3",
citadel-comfort.ru.html,,,1,,,,,,,,1,,,1,,,,,,1,1,1,,,,,,,,,3141,2,6,Citadel Comfort Hotel,951," 8,3 ",citadel-comfort.ru.html,,"0,7","4,4","1,2",,,,"1,2","1,4",,,,,"1,8",,"2,2","6,4","2,5","1,8",
123-hostel.ru.html,1,,,,,,,,1,,,,,1,,1,,,,1,1,,,,,,,,,,5000,-,6,,19," 7,7 ",123-hostel.ru.html,,"6,9","10,1",7,,,,"7,1","7,3",,,,,"6,7",,"5,9","12,9","7,8","8,8",
polaris.ru.html,1,,,,,,,,,1,,,,1,,1,,,,,1,,,1,,,,,,,3800,3,6,Отель Полярис,177," 7,8 ",polaris.ru.html,,"13,1","9,6","13,7",,"13,6",,"13,7","13,9",,,,"11,2",,,"10,8",18,,"14,1",
d-otel-na-schyukinskoy.ru.html,1,,,,,1,,,,,,1,1,1,,,,,,1,,,1,,,,,,,,5000,3,7,,119," 8,1 ",d-otel-na-schyukinskoy.ru.html,,"10,1","5,2","10,6",,,,"10,5","10,5",,,,,"11,2","7,4","9,5","11,4",,"9,6",
ladomir-na-krasnosiel-skoi.ru.html,1,,,,,1,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,2800,-,7,,189," 7,9 ",ladomir-na-krasnosiel-skoi.ru.html,,"3,7",,"4,1",,"5,8",,"4,2","4,5",,,,,"4,1",,"2,1","10,1","5,4","5,6",
kvartira-moskva12345678910111213141516171819202122232425262728293031323334353906.ru.html,,,,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,6000,-,4,,-,-,kvartira-moskva12345678910111213141516171819202122232425262728293031323334353906.ru.html,,"12,5","15,1","12,6",,,,"12,7",13,,,,,"12,4",,"11,2","18,5","13,4","14,4",
homeprogress.ru.html,1,,,,,,,,,,1,,,1,,1,,,,1,,,,1,,,,,,,3000,-,6,,52," 8,7 ",homeprogress.ru.html,,"17,4","12,5","17,9",,,,"17,8","17,8",,,,"4,6","18,5",,"16,8","17,7",,"16,7",
ddunnddegd-n-d1-2ddeg-dnd-ddegndu.ru.html,1,,1,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,2700,-,6,,238," 7,9 ",ddunnddegd-n-d1-2ddeg-dnd-ddegndu.ru.html,,"2,2","4,5","2,3",,,,"2,2",2,,"4,1",,,"2,8",,4,"4,6","2,6",,
kashirski-mini-otiel.ru.html,1,,1,,,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,2500,2,6,,578," 8,0 ",kashirski-mini-otiel.ru.html,,"10,2",,"9,6",,,,"9,6","9,3",,"5,9",,,"9,2",,"12,6","7,1","8,1","9,4",
homestay-on-klinskaia-3.ru.html,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,5000,-,3,,-,-,homestay-on-klinskaia-3.ru.html,,"13,7",9,"14,3",,,,"14,3","14,5",,,,"6,6",,"10,3","12,1",17,,14,
vintage-svo.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,2800,-,7,,532," 7,3 ",vintage-svo.ru.html,,,,,"19,7",,,,,,,,"15,5",,"14,9",,,,,
avenue-park.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,,,,,,1,,,,2000,3,7,,3611," 6,4 ",avenue-park.ru.html,,"8,6",12,"8,6",,,,"8,7","8,9",,,,,"8,3",,"7,8","14,3","9,3","10,5",
hostel-berta.ru.html,1,,,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,2000,-,6,,-,-,hostel-berta.ru.html,,"11,4","13,5","11,6",,,,"11,7","11,9",,,,,"11,4",,"9,8","17,6","12,5","13,3",
elite-moscow.ru.html,1,,,,,,,1,,,,,,1,,1,,1,,1,,,,,,,,,,,3600,4,6,,63," 7,8 ",elite-moscow.ru.html,,,,,,,,,,,,,,,,,,,,
goodmood-hostel.ru.html,1,,1,,,,,,,,1,,,1,,1,,,,1,,,,,,,,,,,3325,1,6,,703," 9,5 ",goodmood-hostel.ru.html,,1,,"0,9",,,,1,"1,2",,"5,5",,,"0,8",,"2,6","6,9",2,"2,7",
15-respublik.ru.html,1,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,4000,-,4,,-,-,15-respublik.ru.html,,"4,9",,"4,3",,,"5,8","4,3","4,2",,"3,7",,,"3,8",,,"5,8",3,"4,9",
basilica.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,1,,,,,,,,,,2000,3,6,,1721," 6,9 ",basilica.ru.html,,,,,,,,,,,,,,,,,,,,
komnaty-v-kvartire-moskva1.ru.html,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,5000,-,3,,-,-,komnaty-v-kvartire-moskva1.ru.html,,"15,9","10,8","16,4",,,,"16,3","16,4",,,,,17,"5,2","14,9",17,,"15,4",
orange-house.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,3000,3,7,Гостиница Orange House,853," 7,2 ",orange-house.ru.html,,"7,8",,"7,2",,,"4,2","7,2","6,9",,"3,3",,,"6,9",,,"4,8","5,7","6,8",
moi-dom-moia-krepost.ru.html,,,1,,,,,,,1,1,,1,1,,,,,,1,,,,,,,,,,,6000,-,6,,-,-,moi-dom-moia-krepost.ru.html,,"12,8","10,5","13,3",,"11,2",,"13,4","13,6",,,,"13,9","13,7",,"10,4","18,4",,,
gorodotel-na-rizhskom.ru.html,1,,,,,,,,,,1,,,1,,1,,,,1,,,,,1,,,,,,2500,2,6,Гостиница Султан на Рижском,77," 8,5 ",gorodotel-na-rizhskom.ru.html,,"3,8","4,6","4,3",,"7,3",,"4,4","4,7",,,,,"4,7",,,"9,9","5,8","5,4",
dndud-n-dd-dudondudud2ndod-d1.ru.html,1,,1,,,,,,,,,,,1,,,,,,1,1,,1,,,,,,,,2900,2,6,,165," 5,7 ",dndud-n-dd-dudondudud2ndod-d1.ru.html,,6,"6,2","6,5",,"6,3",,"6,6","6,8",,,,,"6,7",,"3,6","12,2",,"7,7",
sultan-3.ru.html,,,1,,,,,,,,1,,1,1,,1,,,,1,,,,,,,,,,,4500,3,6,,339," 8,1 ",sultan-3.ru.html,,3,"2,3","3,5",,,,"3,4","3,4",,,,,"4,1",,"3,3","6,4","4,4","2,7",
san-svetlana.ru.html,1,,,,,1,,,,,,,,1,,,,,,1,1,,1,,,1,,,,,2700,3,7,,189," 7,6 ",san-svetlana.ru.html,,"14,4","13,3","14,9",,"10,1",,15,"15,2",,,,,"15,1",,12,,"16,3",16,
suvorovskaya.ru.html,1,,,,,1,,,,,,,1,1,,,,,,1,,,,1,1,,,,,,2900,2,7,Суворовская Гостиница,149," 8,1 ",suvorovskaya.ru.html,,"6,5","9,4","6,6",,,,"6,8",7,,,,,"6,5",,"5,3","12,6","7,6","8,4",
ladomir-v-borisovo.ru.html,1,,,,,,,,,,1,,1,1,,,1,,,1,,,,,,,,,,,2200,-,6,,155," 7,9 ",ladomir-v-borisovo.ru.html,,"16,4",,"15,8",,,"6,3","15,8","15,6",,"13,7","5,9",,"15,2",,,"15,3","14,5",,
otiel-apiel-sin-na-dubrovkie.ru.html,1,,1,,,,,,,,1,,,1,,,,,,1,,1,,,,,,,,,2500,3,6,,104," 7,6 ",otiel-apiel-sin-na-dubrovkie.ru.html,,"6,5",,"5,9",,,"4,5","5,9","5,8",,"5,1",,,"5,4",,,"7,3","4,7","6,6",
domotel-2-domotel-2.ru.html,1,,,,,,,,,,1,,1,1,,,1,,,1,,,,,,,,,,,3200,-,6,DOMOTEL 2,105," 8,2 ",domotel-2-domotel-2.ru.html,,"9,9","4,9","10,4",,,,"10,3","10,4",,,,"3,3",,"7,9","9,1","11,5",,"9,5",
andreeva.ru.html,1,1,,,,,,1,,,,,,1,,1,,,,1,,,,,,,,,,,4500,-,6,,-,-,andreeva.ru.html,,"4,3",,"3,8",,,"6,7","3,7","3,5",,"2,1",,,"3,4",,,"4,2","2,3","3,6",
ladomir-v-perovo.ru.html,1,1,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,3000,-,5,,16," 7,1 ",ladomir-v-perovo.ru.html,,"11,4",,"11,2",,"6,4","11,8","11,3","11,4",,,,,"10,7",,"11,6","15,7","11,2",,
layla.ru.html,1,,1,,,,,,,,,,1,1,,,,,,1,,,,1,,,,,,,3000,-,6,Мини-Отель Лайла,207," 8,4 ",layla.ru.html,,"2,1",7,"1,5",,,"8,6","1,5","1,3",,"3,8",,,,,"4,4","5,5",,"2,4",
croissant-hotel-and-bakery.ru.html,1,,1,,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,1105,-,6,,813," 8,3 ",croissant-hotel-and-bakery.ru.html,,3,,"2,4",,,,"2,4","2,4",,"4,3",,,"1,8",,5,"6,2","1,6","3,5",
dd3-4nnd-d1-2d-nddeg-dd2dud-d-d1-2ddegn.ru.html,,,,,,1,,,,,1,,,1,,,,,,1,1,1,1,,,,,,,,3000,3,7,,744," 7,0 ",dd3-4nnd-d1-2d-nddeg-dd2dud-d-d1-2ddegn.ru.html,,"5,9","4,5","6,5",,,,"6,6","6,8",,,,,"6,9",,"3,6","11,6",8,"7,3",
flamingo-na-tulskoy.ru.html,1,,,,,,,,,,1,,,1,,,,,,1,,1,,1,,,,,,,2650,-,6,Мини-отель Фламинго на Тульской,44," 7,2 ",flamingo-na-tulskoy.ru.html,,"5,7",,"5,1",,,"5,7","5,1","4,8",,,,,"4,8",,"8,1",4,"3,6","4,8",
home-slava-moskva.ru.html,1,1,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,2980,-,5,,-,-,home-slava-moskva.ru.html,,,,,,,,,,,,,,,,,,,,
tikhy-tchas-nikitskaya-capsule.ru.html,1,,,,,,,,,1,1,,,1,,1,,,,1,,,,,,,,,,,4200,-,6,,180," 8,7 ",tikhy-tchas-nikitskaya-capsule.ru.html,,1,"4,7","1,2",,,,"1,1","1,1",,,,,"1,8",,"3,1","5,5","2,1",1,
maleton.ru.html,1,,1,,,1,,,,,,,1,1,,,,,,1,,,1,,,,,,,,5700,3,7,,101," 8,7 ",maleton.ru.html,,"10,8",,"10,3",,,"6,8","10,3",10,,"5,6",,,"10,2",,,"5,3","8,9","9,3",
vstrechi-na-arbate.ru.html,1,1,,,,,,,,,1,,,1,,1,,,,,1,,,,,,,,,,2000,-,6,,463," 9,3 ",vstrechi-na-arbate.ru.html,,"1,9","4,9","1,9",,,,"1,8","1,6",,"3,9",,,"2,3",,4,"4,6","2,1",,
matushka-rossiia.ru.html,1,,1,,,1,,,,,,,1,1,,,,,,1,,,1,,,,,,,,2250,3,7,,402," 8,9 ",matushka-rossiia.ru.html,,"5,2",,"4,8",,,,"4,9","4,9",,"6,7",,,"4,2",,"6,4","8,8","4,4","6,3",
gorod-otiel.ru.html,1,,,,,,,1,,,1,,,1,,1,,,,,,1,,,,,,,,,3420,-,6,ГородОтель на Казанском,334," 7,6 ",gorod-otiel.ru.html,,"2,7","6,3",3,,,,"3,1","3,4",,,,,3,,2,9,"4,2","4,7",
london-moscow.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,,,1,,,,,,,2500,-,6,London,70," 7,1 ",london-moscow.ru.html,,"11,9",,"11,3",,,"4,9","11,3","11,3",,"10,6","8,9",,"10,7",,,"12,6","10,3",,
gorrodotel-na-paveletskom.ru.html,1,,,,,,,,,,,,,1,,1,,,,1,,1,,,,,,,,,2880,-,5,,138," 7,1 ",gorrodotel-na-paveletskom.ru.html,,"3,6",,3,,,,3,"2,9",,"3,6",,,"2,5",,"5,8","5,6","1,8","3,7",
mini-numera.ru.html,1,,,,,,,,,,,,1,1,,,1,,,,,1,,1,,,,,,,4200,-,6,Mini Hotel Numera,189," 8,8 ",mini-numera.ru.html,,"13,1",,"12,5",,,,"12,5","12,3",,"9,3","11,3",,12,,,"10,5","11,1","12,5",
kvartira-moskva12345678910111213141516171819202122232425262728293031323334353831.ru.html,,1,,,,,,,,,,,1,1,,,,,,,,1,,,,,,,,,4800,-,4,,-,-,kvartira-moskva12345678910111213141516171819202122232425262728293031323334353831.ru.html,,"3,6","4,8","4,1",,"7,1",,"4,1","4,4",,,,,"4,4",,,"9,8","5,5","5,3",
sofia-moscow.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,1,,,,,,,,,3000,3,6,Hotel Sofia,45," 8,8 ",sofia-moscow.ru.html,,"14,4",,"13,8",,,"6,4","13,8","13,8",,"12,9","6,4",,"13,2",,,"14,8","12,8",,
999-gold.ru.html,1,,1,,,,,,,,1,,1,1,,,,,,1,,,,,,,,,,,2250,-,6,,271," 8,1 ",999-gold.ru.html,,"6,4",,"5,9",,,"6,4","5,9","5,6",,,,,"5,8",,"8,8","2,6","4,5","5,1",
olimpiyskiy.ru.html,1,,,,,,,,,,,,,1,,,,,,1,1,1,,1,,,,,,,3000,1,6,,309," 6,9 ",olimpiyskiy.ru.html,,"2,7","4,3","3,3",,"7,8",,"3,3","3,6",,,,,"3,7",,,"8,9","4,8","4,3",
otiel-quot-dieko-quot.ru.html,,,1,,,,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,2390,3,6,Hotel Deko,169," 7,2 ",otiel-quot-dieko-quot.ru.html,,"12,9",,"12,3",,,,"12,3",12,,"8,6","12,7",,"11,9",,,"9,6","10,8","12,1",
mistier-zhuliebin-otiel.ru.html,1,,,,,,,,,,1,,1,1,,,,,,1,,,,1,,,,,,,2700,3,6,,254," 8,7 ",mistier-zhuliebin-otiel.ru.html,,"15,3",,"14,9",,"11,6","11,5",15,15,,,"9,2",,"14,3",,,"18,1","14,5",,
verona-moskva.ru.html,,,1,,,1,,,,,1,,1,1,,,,,,1,,,1,,,,,,,,3300,3,7,,296," 7,5 ",verona-moskva.ru.html,,18,,"17,6",,,"12,7","17,5","17,2",,"12,8",,,"17,5",,,"11,9","16,3","16,3",
sputnik-hostel-and-personal-space.ru.html,1,,1,,,,,,,,,,,1,,,,,,1,1,,,1,,,,,,,2300,-,6,,326," 9,4 ",sputnik-hostel-and-personal-space.ru.html,,,"4,6","1,1",,,,1,"1,2",,"5,5",,,"1,6",,"2,2","6,4","2,4","1,9",
nikonovka-hotel-moscow.ru.html,1,,,,,,,1,,,,,,1,,,,1,,,1,,,,,,,,,,3340,3,5,,414," 8,6 ",nikonovka-hotel-moscow.ru.html,,"2,1","3,5","2,7",,,,"2,7",3,,,,,"3,2",,1,"7,8","4,2","3,4",
leon-spa.ru.html,1,,1,,,1,,,,,,,1,,,1,,,,1,,,,,,,,,,,3300,-,6,Hotel Leon Spa,216," 8,8 ",leon-spa.ru.html,,"16,6",,"16,2",,"13,7","11,3","16,2","16,3",,,7,,"15,6",,,"18,7","15,6",,
spa-mir.ru.html,1,,,,,1,,,,,,,,1,,,,,,1,,1,,,,1,1,,,,5300,-,7,,22," 7,2 ",spa-mir.ru.html,,"10,1","5,2","10,6",,,,"10,5","10,5",,,,,"11,2","7,4","9,5","11,3",,"9,5",
